onset	duration	trial_type
4.0	16	Faces-Animals
20.0	16	Curvature-Tex-Rectilinear
36.0	16	Scenes-Test
52.0	16	Scenes-Size02
68.0	16	Pareidolia-Obj
100.0	16	Scenes-Size03
116.0	16	Objects-Test
132.0	16	Curvature-Tex-Curvy
148.0	16	Faces
163.0	16	Tripartite-SmallObjects
195.0	16	Scenes-Size01
211.0	16	Faces-Cartoon
227.0	16	Texforms-SmallObjects
243.0	16	Curvature-Shapes-Circles
259.0	16	Faces-EyesOnly
291.0	16	Scenes-EmptyRooms
307.0	16	Scenes-Closed-Manmade
323.0	16	Objects-Small
339.0	16	Scenes-Rearranged
355.0	16	Tripartite-BigObjects
